인허가일자,폐업일자,소재지전체주소,도로명전체주소,사업장명,좌표정보(x),좌표정보(y),위생업태명,영업장주변구분명,다중이용업소여부
20130910,20170801,대구광역시 북구 태전동 986번지 1층,"대구광역시 북구 영송로 10, 1층 (태전동)",나쁜남자,339302.1817,270658.2301,경양식,기타,N
20130924,20181002,대구광역시 북구 동천동 934-2번지,대구광역시 북구 대천로 88 (동천동),고봉김밥,340587.0697,271836.0457,김밥(도시락),기타,N
20130705,20140616,대구광역시 북구 태전동 442번지 태전3차우방타운상가 114동 102호,"대구광역시 북구 학정로 126, 114동 102호 (태전동, 태전3차우방타운상가)",먹대왕,339969.4077,269780.6374,한식,아파트지역,N
20010704,20070313,대구광역시 북구 읍내동 1359-8번지,,뮤란,340297.8864,272021.8071,한식,,N
20010704,20040206,대구광역시 북구 복현동 335-20번지,,물,346519.5706,267248.7624,한식,,N
20010705,20060316,대구광역시 북구 침산동 1545번지,,이춘우고기나라,342591.0825,266756.3875,한식,주택가주변,N
20010705,20090325,대구광역시 북구 복현동 425-5번지,,천하식당,345945.8271,267305.8734,한식,,N
20010720,20030826,대구광역시 북구 산격동 1331-10번지,,황금실내마차,345271.4785,267104.7322,분식,,N
20010720,20170726,대구광역시 북구 노원동1가 327번지 가동,대구광역시 북구 원대로 109 (노원동1가),CU대구북구대로점,342813.6466,266353.0624,한식,주택가주변,N
20010721,20060613,대구광역시 북구 팔달동 132-6번지,,동해반점,339803.4615,267518.4639,중국식,주택가주변,N
20010721,20160407,대구광역시 북구 산격동 1400-6번지,대구광역시 북구 대학로13길 8 (산격동),모모,345112.6204,266961.4413,한식,,Y
20010721,20060227,대구광역시 북구 태전동 476-11번지,,아진호프,339765.741,269641.7469,호프/통닭,,N
20010721,20090513,대구광역시 북구 대현동 161-8번지,,주주클럽,345029.582,266032.4303,호프/통닭,,N
20010510,20030812,대구광역시 북구 복현동 339-24번지,,맛사랑,346396.3608,267112.2774,한식,,N
20010510,20060714,대구광역시 북구 태전동 409-18번지,,피자 까펠로(칠곡점),339504.4756,270291.5159,패스트푸드,기타,N
20010726,20060202,대구광역시 북구 태전동 945-10번지,,포머스트치킨,339366.2976,271110.169,한식,주택가주변,N
20010726,20030307,대구광역시 북구 산격동 603-9번지,,오픈베이스,344808.7995,268506.2411,한식,,N
20010726,20020507,대구광역시 북구 대현동 415-34번지,,심플레스토랑,344900.7975,266072.8161,한식,주택가주변,N
20010726,20020418,대구광역시 북구 복현동 688번지,,동문막창,346016.7856,266686.0026,한식,,N
20010727,20021210,대구광역시 북구 산격동 1320-2번지,,코끼리만두,345438.395,267236.1105,한식,주택가주변,N
20010727,20030605,대구광역시 북구 침산동 543-12번지,,수빈식당,343512.9129,267117.0032,한식,주택가주변,N
20010727,20070508,대구광역시 북구 구암동 826-5번지,,육미로,341285.4901,271572.6437,한식,,N
20010727,20020625,대구광역시 북구 관음동 1364-22번지,,청암식당,339519.6323,271860.1329,한식,,N
20010727,20080310,대구광역시 북구 산격동 1216-33번지,,꿈바,345035.5108,267678.2755,한식,주택가주변,N
20010802,20040409,대구광역시 북구 구암동 819-1번지,,혜성유황오리,341460.2742,271860.9205,한식,주택가주변,N
20010802,20020225,대구광역시 북구 국우동 1109-1번지,,불타는 숯불 곰장어 아나고,342131.0974,273154.5175,한식,,N
20010803,20040512,대구광역시 북구 서변동 938번지,,대성식당,343955.0085,270486.4722,한식,,N
20010803,20121018,대구광역시 북구 노원동2가 344-1번지,대구광역시 북구 팔달로41길 13-2 (노원동2가),행운식당,341978.7052,266513.5816,한식,기타,N
20010803,20120808,대구광역시 북구 노원동2가 352-1번지,대구광역시 북구 오봉로1길 69 (노원동2가),궁전식당,341923.7383,266554.5893,한식,,N
20010803,20050324,"대구광역시 북구 노원동1가 202번지 ,205",,들국화식당,342332.6758,266511.2841,한식,,N
20010514,20040512,대구광역시 북구 대현동 257-9번지,,파스텔,344729.8329,266495.2022,한식,주택가주변,N
20010514,20020222,대구광역시 북구 복현동 428-1번지,,궁중빈대떡,345999.3313,267256.0273,한식,기타,N
20010515,20020612,대구광역시 북구 산격동 827-3번지,,페리카나치킨,343983.549,267412.9993,패스트푸드,주택가주변,N
20010515,20041030,대구광역시 북구 산격동 1214-26번지,,이도치킨,344942.8783,267736.4995,패스트푸드,주택가주변,N
20010731,20090209,대구광역시 북구 노원동3가 1045-1번지,,깔끔이한정식,342012.4525,267290.1179,한식,기타,N
20010731,20120302,대구광역시 북구 태전동 1006-1번지,,찜마을,339709.5892,271125.6992,한식,,N
20010515,20080901,대구광역시 북구 산격동 1418-10번지,,해삼이랑멍게랑,344897.653,266959.3856,한식,주택가주변,N
20010515,20040423,대구광역시 북구 산격동 481-35번지,,이딸리안피자,345602.9305,268012.7588,패스트푸드,주택가주변,N
20010516,20060202,대구광역시 북구 복현동 474-6번지,,청정회도매,346303.1055,266930.3211,일식,유흥업소밀집지역,N
20010516,20070117,대구광역시 북구 칠성동2가 385-24번지,,놀러와,344268.0696,265562.0573,한식,주택가주변,N
20010516,20101022,대구광역시 북구 태전동 1006-2번지,,맥주친구소주,339721.137,271124.3084,호프/통닭,주택가주변,N
20010516,20041217,대구광역시 북구 칠성동2가 409-114번지,,정원,344449.0345,265415.7044,한식,,N
20010519,20061229,대구광역시 북구 노원동3가 873-7번지,,정길분식,341512.6203,266673.9558,분식,주택가주변,N
20010519,20071114,대구광역시 북구 매천동 540-1번지,,페리카나,338983.6586,268216.8153,한식,,N
20010519,20080826,대구광역시 북구 읍내동 1124-1번지,,삼화만두우동,339763.8402,271437.5397,한식,주택가주변,N
20010521,20151126,대구광역시 북구 산격동 801-17번지,대구광역시 북구 연암로 143-3 (산격동),착한숯불생막창전문점,343958.0645,267476.2536,한식,주택가주변,N
20010521,20070117,대구광역시 북구 산격동 1266-15번지,,초원돼지,345328.3397,267483.5531,한식,주택가주변,N
20010521,20081111,대구광역시 북구 대현동 250번지,,학사촌,344788.0732,266451.4181,호프/통닭,학교정화(절대),N
20010521,20041222,대구광역시 북구 복현동 472-1번지,,태왕숯불촌,346260.8473,266911.5225,한식,,N
20010521,20021118,대구광역시 북구 구암동 666-5번지,,인프라,339908.6338,270636.6391,경양식,주택가주변,N
20140228,20161017,대구광역시 북구 동천동 920-8번지,"대구광역시 북구 대천로17길 18, 1층 (동천동)",플랜비(B),340592.656,272038.2464,경양식,주택가주변,N
20140228,20150121,대구광역시 북구 태전동 979-21번지,대구광역시 북구 칠곡중앙대로69길 23-5 (태전동),종이밥,339349.6384,270705.1831,한식,,N
20140612,20200429,대구광역시 북구 구암동 693-3번지,"대구광역시 북구 팔거천동로4길 27, 1층 (구암동)",서민족발,340212.514,270692.4251,한식,기타,N
20140613,20180927,대구광역시 북구 동천동 906-3번지,"대구광역시 북구 동천로 125-9, 3층 (동천동)",힘내라고,340649.6542,272516.5151,식육(숯불구이),기타,Y
20140613,20190808,대구광역시 북구 대현동 257-5번지 2층,"대구광역시 북구 대현로9길 59-3, 2층 (대현동)",쿠마,344674.1078,266462.9105,호프/통닭,기타,Y
20130627,20200520,대구광역시 북구 서변동 1756-15번지,대구광역시 북구 서변로9길 1 (서변동),수성족발,344021.7796,270004.2607,한식,주택가주변,N
20130627,20180222,대구광역시 북구 동천동 895-3번지,대구광역시 북구 동암로 102 (동천동),참한상,340873.1342,272651.4085,경양식,유흥업소밀집지역,Y
20130925,20181016,대구광역시 북구 동천동 905-3번지 1층,"대구광역시 북구 팔거천동로 206, 1층 (동천동)",돈탐라칠곡점,340548.97,272470.8302,한식,,N
20130925,20190305,대구광역시 북구 침산동 826번지,"대구광역시 북구 노원로 236, 1층 (침산동)",대덕손만두진빵,343104.1245,267849.5867,분식,,N
20130722,20140808,대구광역시 북구 대현동 112-42번지,대구광역시 북구 경대로5길 25 (대현동),동네포차,345443.2732,266083.7673,호프/통닭,주택가주변,N
20130722,20190527,대구광역시 북구 구암동 767-2번지,대구광역시 북구 동암로 128-12 (구암동),갓지은집밥,341094.9546,272537.4037,한식,,N
20130723,20170522,대구광역시 북구 대현동 119-41번지 2층,"대구광역시 북구 경대로7길 39, 2층 (대현동)",꼴깍,345298.3385,266213.158,통닭(치킨),주택가주변,Y
20131002,20150608,대구광역시 북구 서변동 1750-8번지 1층,"대구광역시 북구 서변로9길 10, 1층 (서변동)",원분식,343960.8665,270023.8483,한식,,N
20010731,20021004,대구광역시 북구 대현동 390-3번지,,맛사랑분식,345179.6945,265724.3211,한식,주택가주변,N
20010731,20161110,대구광역시 북구 구암동 830-4번지,대구광역시 북구 구암로 246 (구암동),246st(에스티),341274.5367,271474.3784,한식,주택가주변,N
20010731,20111226,대구광역시 북구 읍내동 1357-11번지,,주거니받거니,340347.5592,272095.0864,한식,,N
20010801,20050223,대구광역시 북구 노원동3가 22-3번지,,삼거리식당,342200.1956,267813.9289,한식,기타,N
20010802,20030828,대구광역시 북구 침산동 15-28번지,,우리식당,344351.6357,266204.3668,한식,,N
20010802,20030322,대구광역시 북구 복현동 234-5번지 상가101호,,운수대통,346557.2554,267508.2049,한식,아파트지역,N
20010802,20040401,대구광역시 북구 관음동 1286-6번지,,참좋은치킨,339524.7042,272559.0698,한식,,N
20010518,20111213,대구광역시 북구 노원동2가 342번지,,밤이슬,341946.5873,266550.4356,한식,,N
20010526,20030219,대구광역시 북구 구암동 663-4번지,,해성복어식당,340002.5707,270771.6879,한식,,N
20140610,20201217,대구광역시 북구 동천동 909-7,"대구광역시 북구 동천로 126, 3층 (동천동)",시크릿,340782.7087,272501.7109,까페,기타,N
20130917,20140826,대구광역시 북구 노원동2가 339-2번지 (1층),"대구광역시 북구 팔달로35길 32, 1층 (노원동2가)",치킨투고,341711.6086,266641.0678,통닭(치킨),,N
20130926,20170316,대구광역시 북구 읍내동 1381-12번지,대구광역시 북구 구암로21길 3 (읍내동),맛있는통닭,340000.8259,271370.7355,한식,기타,N
20130927,20140508,대구광역시 북구 검단동 750-1번지,대구광역시 북구 검단동로 32 (검단동),낙양식당,346622.6864,269428.2399,한식,,N
20131001,20180716,대구광역시 북구 산격동 1231-14번지 1층,"대구광역시 북구 산격로 78-1, 1층 (산격동)",마실갈래,344934.6076,267513.2465,한식,,N
20131002,20200515,대구광역시 북구 읍내동 1357-2번지,"대구광역시 북구 대천로9길 32, 1층 (읍내동)",아구찜전문식당,340337.9751,272130.041,한식,주택가주변,N
20131004,20180625,대구광역시 북구 서변동 1742번지,대구광역시 북구 환성정길 7 (서변동),북성로돼지불고기.우동,343978.4234,270284.0055,한식,,N
20131007,20141001,대구광역시 북구 노원동3가 759-1번지 (1층),"대구광역시 북구 팔달로33길 21, 1층 (노원동3가)",팔달통닭,341489.6959,266588.6226,통닭(치킨),,N
20070719,20140121,대구광역시 북구 매천동 595번지 청구장미마을 107동 001호,"대구광역시 북구 칠곡중앙대로 45, 107동 001호 (매천동,청구장미마을)",가마솥국밥,339525.5846,267850.0769,한식,아파트지역,N
20070719,20130909,대구광역시 북구 칠성동2가 20-1번지 외1필지 스펙트럼시티3289,"대구광역시 북구 침산로 93 (칠성동2가,외1필지 스펙트럼시티3289)",궁식당,343510.5732,266134.2599,한식,기타,N
20080403,20170224,대구광역시 북구 고성동3가 2번지 (야구장 내),대구광역시 북구 고성로 191 (고성동3가),땅땅치킨,343300.1753,265743.4099,통닭(치킨),기타,N
20070725,20190627,대구광역시 북구 노원동3가 35-14번지,대구광역시 북구 노원로 131 (노원동3가),박가네흑태찜,342150.6914,267472.7501,한식,기타,N
20070727,20170630,대구광역시 북구 동천동 899-4번지 203호,"대구광역시 북구 동천로 132 (동천동,203호)",청춘이면 돼지,340793.237,272577.2505,경양식,유흥업소밀집지역,Y
20070730,20130108,대구광역시 북구 고성동3가 26-7번지,대구광역시 북구 옥산로 94-10 (고성동3가),대구삼계탕,343117.652,265970.8888,한식,주택가주변,N
20010528,20030318,대구광역시 북구 고성동3가 102-15번지,,열린식당,342865.5424,265711.8625,한식,주택가주변,N
20010528,20040322,대구광역시 북구 산격동 1410-34번지,,삼다도회,344894.6317,267139.471,일식,,N
20010528,20190930,대구광역시 북구 관음동 1233-4번지,대구광역시 북구 관음동로 155 (관음동),멕시카나,339441.2465,272883.856,패스트푸드,주택가주변,N
20010529,20020730,대구광역시 북구 노원동3가 758-3번지,,천하보양탕,341459.4561,266597.8293,한식,기타,N
20071101,20171110,"대구광역시 북구 동천동 899-4번지 201호,202호","대구광역시 북구 동천로 132 (동천동,201호,202호)",해적후크,340793.237,272577.2505,호프/통닭,유흥업소밀집지역,Y
20071105,20110511,대구광역시 북구 노원동2가 205-2번지,,맛짱,341796.0927,266822.8381,한식,주택가주변,N
20071105,20100201,대구광역시 북구 동천동 971-5번지,,만나하우스,340310.675,272579.2736,한식,유흥업소밀집지역,N
20071116,20110110,대구광역시 북구 학정동 927-10번지,,밀양돼지국밥,341344.7003,273589.4244,한식,주택가주변,N
20071116,20081204,대구광역시 북구 산격동 497-11번지,,고성식당,345608.2639,267790.8813,한식,주택가주변,N
20071116,20101228,대구광역시 북구 학정동 926-4번지,,구들장한우마을,341205.4732,273657.2258,한식,주택가주변,N
20071120,20081110,대구광역시 북구 읍내동 1308번지 송암타운상가104동3호,,자연참숯막창,339600.5391,272492.8418,호프/통닭,아파트지역,N
20071121,20080716,대구광역시 북구 동천동 894-1번지 세븐빌리4층 F01~F14,,신라명가,340718.2536,272659.9751,한식,유흥업소밀집지역,N
20071129,20081224,대구광역시 북구 국우동 1098-1번지,,평산갈비찜,341617.9076,272699.5022,한식,주택가주변,N
20071129,20110422,대구광역시 북구 산격동 794-12번지 지하,,축제의밤,343908.0269,267288.0964,호프/통닭,주택가주변,N
20071130,20101014,대구광역시 북구 동천동 910-3번지 (3층),,삼오공라이브,340895.5691,272482.6283,호프/통닭,유흥업소밀집지역,N
20080402,20150803,대구광역시 북구 학정동 935-5번지,대구광역시 북구 학남로3길 28 (학정동),돌수산대게,341365.5167,273425.1359,일식,주택가주변,N
20080403,20101011,대구광역시 북구 구암동 685-8번지,,서울칡냉면,340313.4227,270741.6142,한식,주택가주변,N
20080403,20100113,대구광역시 북구 구암동 792-14번지 (2층),,해뜰,340947.4397,271286.5723,한식,주택가주변,N
20080403,20110627,대구광역시 북구 관음동 1323-16번지,,동아미트식육식당,339272.4622,271985.8245,식육(숯불구이),주택가주변,N
20070802,20150512,대구광역시 북구 산격동 1313-60번지,대구광역시 북구 대동로6길 40 (산격동),일루와(ILUWA),345255.665,267132.7046,경양식,주택가주변,N
20070802,20120914,대구광역시 북구 산격동 495-29번지,대구광역시 북구 동북로 189 (산격동),부어치킨 산격점,345599.8408,267663.8261,통닭(치킨),주택가주변,N
20070803,20090831,대구광역시 북구 산격동 1207-59번지,,교동참숯불,345167.7094,267816.9093,한식,주택가주변,N
20070803,20101125,대구광역시 북구 침산동 269-10번지 명성푸르지오상가101동A2호,,칠칠소.돼지막창,343538.5631,266594.6065,한식,아파트지역,N
20070803,20150225,대구광역시 북구 고성동3가 28-3번지,대구광역시 북구 옥산로 88-1 (고성동3가),파파돈까스,343090.4031,266022.3109,한식,주택가주변,N
20070803,20090630,대구광역시 북구 구암동 784-4번지,,만선파티,341529.2417,272288.7876,한식,주택가주변,N
20070806,20101210,대구광역시 북구 동변동 674-7번지,,대한곱창,344641.2096,270012.2103,한식,주택가주변,N
20080418,20190514,대구광역시 북구 국우동 1100-11번지,대구광역시 북구 동암로 175 (국우동),파이팅,341608.5828,272608.326,호프/통닭,주택가주변,N
20080421,20180222,대구광역시 북구 노원동3가 783-3번지,대구광역시 북구 팔달로33길 16-18 (노원동3가),행복식당,341604.804,266545.7665,한식,,N
20080408,20081017,대구광역시 북구 관음동 1268-20번지,,꾸버스치킨,339313.672,272500.6043,통닭(치킨),주택가주변,N
20080410,20120605,대구광역시 북구 구암동 697-9번지,대구광역시 북구 학정로48길 45 (구암동),진짜루반점,340684.7411,270819.0211,중국식,주택가주변,N
20080411,20181219,대구광역시 북구 태전동 206-25번지,대구광역시 북구 태전로1길 13 (태전동),처제산곰장어,339354.2994,269984.9611,호프/통닭,주택가주변,N
20080411,20101122,대구광역시 북구 태전동 1074-27번지,,산다락,339730.1954,270551.3895,한식,주택가주변,N
20080421,20100323,대구광역시 북구 서변동 1728-3번지,,이가밥상,343991.2777,270825.275,한식,주택가주변,N
20080421,20091106,대구광역시 북구 학정동 948-1번지 외3필지,,동명참숯석쇠구이,341379.7456,273396.7823,한식,기타,N
20070809,20100201,대구광역시 북구 동천동 901-2번지 203호,,띠아모,340745.5572,272588.0656,한식,유흥업소밀집지역,N
20070809,20191218,대구광역시 북구 태전동 1065-1번지 관음타운상가동 102호,"대구광역시 북구 영송로 63 (태전동,관음타운상가동 102호)",부어치킨,339152.8901,271196.7559,통닭(치킨),아파트지역,N
20070809,20090522,대구광역시 북구 서변동 1736-7번지,,소나무향기숲,343982.8327,270514.7836,한식,주택가주변,N
20070809,20090330,대구광역시 북구 관음동 1262-21번지,,꼬꼬두마리하우스,339205.8126,272561.327,통닭(치킨),주택가주변,N
20070810,20081020,대구광역시 북구 태전동 614-3번지,,청화대조개막창,339876.4367,269871.7266,호프/통닭,주택가주변,N
20070810,20100201,대구광역시 북구 복현동 134-2번지,,치킨투세븐,346370.7413,267797.0087,통닭(치킨),주택가주변,N
20070814,20100419,대구광역시 북구 동변동 686-8번지,,미즈플러스치킨호프,344693.9047,270002.4991,호프/통닭,주택가주변,N
20070820,20090608,대구광역시 북구 구암동 300번지 외1필지,,동원한우명가,341354.9378,271620.7579,한식,주택가주변,N
20070823,20101111,대구광역시 북구 침산동 654-1번지,,포항식당,343602.2707,267715.8582,한식,주택가주변,N
20070824,20160418,대구광역시 북구 복현동 320-1번지 복현시영아파트상가동3호,"대구광역시 북구 동북로49길 10 (복현동,복현시영아파트상가동3호)",엄마손왕돈까스,346179.3755,267311.3958,경양식,아파트지역,N
20070824,20100910,대구광역시 북구 관음동 1386번지 동화훼밀리타운제301동1층4호,,부어치킨,339617.891,271949.0971,통닭(치킨),아파트지역,N
20080507,20110224,대구광역시 북구 고성동3가 1-5번지,,썬식당,343400.8927,265933.8089,한식,기타,N
20071108,20201223,대구광역시 북구 태전동 422-32,대구광역시 북구 칠곡중앙대로54길 29 (태전동),토박이,339615.2629,270242.5738,한식,주택가주변,N
20080623,20141212,대구광역시 북구 동천동 901-2번지 대성시티프라자603호,"대구광역시 북구 동천로 133 (동천동,대성시티프라자603호)",세븐밸리,340745.5572,272588.0656,경양식,유흥업소밀집지역,N
20071019,20130627,대구광역시 북구 구암동 798-17번지,대구광역시 북구 구암로41길 10-3 (구암동),문화출장뷔페,341036.223,271394.7478,출장조리,주택가주변,N
20071022,20080414,대구광역시 북구 산격동 1327-1번지,,착한오뎅,345245.826,267100.8405,한식,학교정화(상대),N
20071023,20140704,대구광역시 북구 학정동 942-7번지,대구광역시 북구 학정로 500-1 (학정동),낙동생오리,341146.9128,273245.4169,한식,주택가주변,N
20071024,20100625,대구광역시 북구 산격동 824-3번지,,미인닭발,344020.6384,267547.9495,한식,주택가주변,N
20071101,20141210,대구광역시 북구 동천동 894-1번지 세븐밸리2층C동 201~206호,"대구광역시 북구 동암로 90 (동천동,세븐밸리2층C동 201~206호)",아웃백스테이크하우스칠곡점,340718.2536,272659.9751,경양식,유흥업소밀집지역,Y
20080704,20091211,대구광역시 북구 산격동 1397-1번지,,쏘시오,345137.1896,267040.5629,정종/대포집/소주방,주택가주변,N
20080708,20091030,대구광역시 북구 구암동 812-16번지,,감포참가자미,341504.982,271976.3519,회집,주택가주변,N
20071108,20180315,대구광역시 북구 학정동 935-8번지,대구광역시 북구 학남로3길 32-1 (학정동),초당,341371.1425,273476.079,한식,주택가주변,N
20071109,20190624,대구광역시 북구 학정동 974-3번지,대구광역시 북구 학남로 20 (학정동),신떡,341298.0715,273135.4098,분식,주택가주변,N
20071109,20100902,대구광역시 북구 노원동3가 764-2번지,,의성한우마을,341406.8472,266547.3037,한식,기타,N
20071109,20110127,대구광역시 북구 관음동 1338-8번지,,또래치킨,339400.3719,272297.5894,통닭(치킨),주택가주변,N
20071109,20111115,대구광역시 북구 칠성동2가 345-1번지,,뚱돼지국밥,344016.1787,265533.3499,호프/통닭,주택가주변,N
20071109,20120821,대구광역시 북구 읍내동 1359-5번지,대구광역시 북구 팔거천서로 157-7 (읍내동),꿀벌두마리치킨,340274.5346,272006.6222,통닭(치킨),주택가주변,N
20071112,20090909,대구광역시 북구 대현동 255-4번지,,이브로분식,344728.275,266455.5959,분식,학교정화(상대),N
20071113,20171123,대구광역시 북구 학정동 974-4번지,대구광역시 북구 학남로 20-1 (학정동),코리안숯불닭바베큐,341313.8271,273133.2932,통닭(치킨),주택가주변,N
20071130,20120918,대구광역시 북구 동천동 918-4번지,대구광역시 북구 팔거천동로34길 3-11 (동천동),미가닭한마리,340540.8504,272087.9418,통닭(치킨),주택가주변,N
20071205,20101013,대구광역시 북구 칠성동2가 2-2번지 대우프르지오오피스텔102/103 상가,,(신)안동갈비,343318.9557,266167.7849,식육(숯불구이),,N
20071205,20100201,대구광역시 북구 칠성동1가 81번지 2층1호,,이가네흑돼지식당,344743.4898,265078.3535,한식,기타,N
20071114,20080507,대구광역시 북구 태전동 1049-6번지 지하,,비어숲(투),339613.6683,270615.5062,호프/통닭,기타,N
20071114,20200512,대구광역시 북구 산격동 481-18번지,대구광역시 북구 대불서길 19 (산격동),한식스토리,345644.6563,267956.3369,한식,주택가주변,N
20080730,20100114,"대구광역시 북구 동천동 894-1번지 세븐벨리F03,F04호",,올리브,340718.2536,272659.9751,경양식,기타,N
20080731,20100114,"대구광역시 북구 동천동 894-1번지 세븐밸리 F05, F06호",,채전밭,340718.2536,272659.9751,한식,기타,N
20080731,20130121,대구광역시 북구 태전동 940-9번지,대구광역시 북구 칠곡중앙대로 407 (태전동),오즈의마법사,339630.5423,271302.9541,기타,기타,Y
20071121,20151103,대구광역시 북구 동천동 900-2번지 3층,"대구광역시 북구 동천로 128-5, 3층 (동천동)",미앤미힐링티,340813.2863,272537.0603,호프/통닭,,Y
20071121,20200102,대구광역시 북구 대현동 161-2번지,대구광역시 북구 대현로 67 (대현동),정겨운정통숯불돼지갈비,345057.291,266022.1775,식육(숯불구이),주택가주변,N
20071214,20160819,대구광역시 북구 산격동 1341-2번지,"대구광역시 북구 대학로 83, 2층 (산격동)",55찜닭경북대점,345239.9749,267020.8718,경양식,학교정화(상대),Y
20071217,20140915,대구광역시 북구 태전동 155-36번지,대구광역시 북구 태전로 27-1 (태전동),홍대막걸리캠퍼스,339335.734,270279.6672,한식,주택가주변,N
20071218,20131014,대구광역시 북구 대현동 416-1번지,대구광역시 북구 대현로10길 7 (대현동),대구식당,344815.3684,266100.4144,한식,주택가주변,N
20071220,20080616,대구광역시 북구 동천동 896-1번지 빅타운 제1층 111호,,더충무김밥,340945.233,272642.8804,김밥(도시락),유흥업소밀집지역,N
20080404,20130827,대구광역시 북구 산격동 1425번지,대구광역시 북구 산격로 47 (산격동),장비숯불갈비,344855.933,267230.0404,기타,기타,N
20080404,20110516,대구광역시 북구 서변동 1746번지,,장충동왕족발보쌈,344003.0027,270198.0021,한식,주택가주변,N
20080404,20091228,대구광역시 북구 침산동 375-1번지 동아마트 1층 다동,,팔천순대국밥,343387.4706,266470.0661,한식,아파트지역,N
20080407,20090601,대구광역시 북구 산격동 1216-33번지,,도통곱창전골,345035.5108,267678.2755,탕류(보신용),주택가주변,N
20080415,20121025,대구광역시 북구 동천동 919-7번지,대구광역시 북구 대천로17길 17 (동천동),배시내석쇠불고기,340567.6216,272041.547,호프/통닭,주택가주변,N
20080417,20090119,대구광역시 북구 노원동3가 1001-17번지,,남경식당,341640.289,266897.6906,한식,,N
20080423,20171221,대구광역시 북구 노원동1가 4-25번지,대구광역시 북구 침산남로7길 8 (노원동1가),이화원,342579.6991,266606.6674,한식,기타,N
20080423,20150904,대구광역시 북구 칠성동2가 302-155번지 롯데백화점8층,"대구광역시 북구 태평로 161, 8층 (칠성동2가)",(주)봉산찜갈비롯데대구점,344047.1649,265132.988,한식,기타,Y
20080423,20130107,대구광역시 북구 침산동 260-11번지,대구광역시 북구 침산남로 138 (침산동),비어앤( Beer &),343579.431,266464.7381,까페,아파트지역,N
20070820,20200211,대구광역시 북구 관음동 1347-12번지,대구광역시 북구 관음중앙로 46-1 (관음동),다소니,339303.4808,271969.3073,한식,주택가주변,N
20070820,20121227,대구광역시 북구 대현동 257-9번지,대구광역시 북구 대현로9길 51-2 (대현동),꿈은이루어진다,344729.8329,266495.2022,한식,학교정화(상대),Y
20070821,20101001,대구광역시 북구 고성동2가 109-12번지,,굿모닝식당,342883.7195,265645.6241,한식,주택가주변,N
20080424,20100607,대구광역시 북구 서변동 1738-12번지 1층상가,,스테이홀릭(대구서변점),344027.7994,270541.1982,호프/통닭,주택가주변,N
20080428,20090619,대구광역시 북구 복현동 402-1번지 진도빌딩 4층,,오솔레,345686.6569,267446.6243,경양식,학교정화(상대),N
20080429,20080929,대구광역시 북구 구암동 674번지,,옛날그집,340171.4675,270558.14,한식,주택가주변,N
20080430,20081118,대구광역시 북구 산격동 937-1번지,,황토가마장작보쌈,343941.2211,267015.0393,한식,기타,N
20080430,20110711,대구광역시 북구 칠성동2가 302-155번지 롯데백화점 지하2층,,(주)이씨엠디푸드스퀘어롯데대구역사점,344047.1649,265132.988,한식,기타,N
20080430,20160202,대구광역시 북구 태전동 206-24번지,대구광역시 북구 태전로1길 3 (태전동),태전동동태탕찜,339431.2735,270032,한식,주택가주변,N
20080502,20090918,대구광역시 북구 동천동 945-16번지,,원니스치킨청량산육육봉호프,340451.1678,271697.525,통닭(치킨),주택가주변,N
20080506,20121129,대구광역시 북구 산격동 1332-7번지,"대구광역시 북구 대학로 91-1, 지하1층 (산격동)",카페납딱이(cafe Napddagi),345300.2509,267080.4285,한식,,Y
20080506,20170223,대구광역시 북구 동천동 907-8번지,대구광역시 북구 동천로23길 10 (동천동),불소식당,340642.6654,272452.1281,한식,기타,N
20080507,20130306,대구광역시 북구 노원동1가 180-7번지,대구광역시 북구 침산남로7길 3 (노원동1가),이가네닭,342558.7265,266547.6716,한식,기타,N
20080508,20190212,대구광역시 북구 침산동 369-2번지 침산제일아파트관리동상가1층10호,"대구광역시 북구 옥산로17길 50 (침산동,침산제일아파트관리동상가1층10호)",호프나라,343224.0342,266508.2323,호프/통닭,아파트지역,N
20130516,20130717,대구광역시 북구 대현동 406-1번지,대구광역시 북구 대현로20길 8 (대현동),대감족발,345279.8101,265824.5412,한식,,N
20070824,20150824,대구광역시 북구 복현동 459-6번지,대구광역시 북구 동북로 268 (복현동),원무도식당,346164.1575,267133.4328,한식,기타,N
20130516,20140530,대구광역시 북구 복현동 364-2번지,대구광역시 북구 복현로 4 (복현동),미스신핫도그,346460.6935,267031.8105,패스트푸드,주택가주변,N
20130520,20140513,대구광역시 북구 동변동 668번지,대구광역시 북구 동변로23길 13 (동변동),망치꽃돼지막창동변점,344442.1043,269991.4587,호프/통닭,주택가주변,N
20130521,20150331,대구광역시 북구 노원동1가 180-7번지,대구광역시 북구 침산남로7길 3 (노원동1가),퇴근길,342558.7265,266547.6716,한식,주택가주변,N
20130529,20200622,대구광역시 북구 국우동 1095-2번지,대구광역시 북구 동암로37길 13 (국우동),강북선산곱창,341695.1851,272714.3525,식육(숯불구이),주택가주변,N
20130529,20151218,대구광역시 북구 구암동 659-9번지,대구광역시 북구 팔거천동로 32-13 (구암동),호랑이,340086.5303,270821.0051,한식,주택가주변,N
20130530,20171016,대구광역시 북구 팔달동 132-6번지,대구광역시 북구 작원길 3 (팔달동),넝쿨식당,339803.4615,267518.4639,한식,주택가주변,N
