인허가일자,폐업일자,소재지전체주소,도로명전체주소,사업장명,좌표정보(x),좌표정보(y),위생업태명,영업장주변구분명,다중이용업소여부
20060825,20160212,대구광역시 북구 태전동 253-5번지 A동,"대구광역시 북구 태전로 58, A동 (태전동)",55온족발,339276.5962,270581.8861,한식,주택가주변,N
20060825,20120713,대구광역시 북구 동천동 929-2번지,대구광역시 북구 대천로17길 3-19 (동천동),청정바지락칼국수,340463.8283,271919.6817,한식,주택가주변,N
20060825,20131126,대구광역시 북구 침산동 1027-1번지,대구광역시 북구 노원로 220 (침산동),순이국밥,342946.076,267801.4006,한식,주택가주변,N
20061114,20100702,대구광역시 북구 동천동 940-5번지,,치킨마루,340643.4499,271796.1801,통닭(치킨),주택가주변,N
20010430,20101230,대구광역시 북구 노원동3가 981-11번지,,선희식당,341659.8062,266703.5295,한식,기타,N
20010430,20180808,대구광역시 북구 산격동 814-3번지,대구광역시 북구 연암로 162 (산격동),닥떼들,344051.399,267662.8579,,주택가주변,N
20010430,20031217,대구광역시 북구 태전동 961-21번지,,오아시스식당,339605.3043,271117.099,한식,기타,N
20010430,20020430,대구광역시 북구 매천동 527-3번지 (관련상가A동2층3-1호),,조원,339243.9831,268026.4545,중국식,기타,N
20010430,20041109,대구광역시 북구 산격동 495-5번지,,대연각반점,345702.2036,267714.1089,중국식,,N
20010502,20051226,대구광역시 북구 산격동 824-2번지,,퓨전클럽,344023.9932,267558.6302,한식,,N
20070627,20090416,대구광역시 북구 침산동 431-2번지 침산청구타운102동 111호,,초당식당,343156.7681,266669.223,한식,아파트지역,N
20070706,20100707,대구광역시 북구 산격동 860-25번지,,국수한마당,344010.6754,267088.7815,한식,주택가주변,N
20120322,20161012,대구광역시 북구 고성동2가 71-1번지,"대구광역시 북구 고성로34길 34, 1층 (고성동2가)",대가식당,343100.975,265552.0202,한식,주택가주변,N
20120323,20140723,대구광역시 북구 산격동 1314-7번지 (3층),"대구광역시 북구 대학로17길 15, 3층 (산격동)",막걸리열전,345197.3795,267121.0927,정종/대포집/소주방,주택가주변,Y
20061115,20140122,대구광역시 북구 노원동1가 221-1번지,대구광역시 북구 침산남로 7 (노원동1가),경주신물회,342331.8238,266441.8677,회집,주택가주변,N
20061116,20190415,대구광역시 북구 침산동 269-10번지 명성푸르지오 101/A5호,"대구광역시 북구 침산로 153 (침산동,명성푸르지오 101/A5호)",작업반장,343538.5631,266594.6065,김밥(도시락),아파트지역,N
20061117,20120604,대구광역시 북구 산격동 1279-4번지,대구광역시 북구 대동로 54-1 (산격동),그냥가면안돼지,345522.4523,267389.4109,한식,주택가주변,N
20061120,20090717,대구광역시 북구 대현동 401-12번지,,안양뼈다귀해장국감자탕,345025.6976,265879.9555,한식,주택가주변,N
20010504,20030415,대구광역시 북구 산격동 1314-7번지,,태평천하식당,345197.3795,267121.0927,한식,,N
20010504,20031014,대구광역시 북구 관음동 1343번지,,마우치킨,339304.1926,272059.443,패스트푸드,주택가주변,N
20010504,20071228,대구광역시 북구 산격동 1410-44번지,,바람난여우,344894.3256,267208.1556,한식,,N
20010507,20040826,대구광역시 북구 읍내동 520번지,,보구무짜집,339957.8103,272928.693,한식,주택가주변,N
20010507,20050831,대구광역시 북구 구암동 822-9번지,,산골식당,341366.9961,271657.3272,한식,주택가주변,N
20010507,20080115,대구광역시 북구 관음동 1268-14번지,,불꽃식당,339297.9333,272429.8579,한식,주택가주변,N
20010507,20040622,대구광역시 북구 태전동 470-2번지,,독도회타운,339698.9819,269725.8615,일식,기타,N
20010508,20150119,"대구광역시 북구 고성동2가 118-2번지 , 117-11","대구광역시 북구 원대로 32 (고성동2가,, 117-11)",감포회직송,342693.494,265574.1677,일식,,N
20010511,20030210,대구광역시 북구 복현동 415-6번지,,"음식점나래""""",345862.953,267383.0753,한식,기타,N
20010512,20141017,대구광역시 북구 동천동 922-4번지,대구광역시 북구 동천로 79-1 (동천동),흥부짜장놀부짬뽕,340681.6133,272071.6035,일식,주택가주변,N
20010512,20061107,대구광역시 북구 고성동3가 102-13번지,,보리밥식당,342874.2631,265730.3486,한식,주택가주변,N
20010514,20140701,대구광역시 북구 산격동 1155-2번지,,먹고또먹고,344338.0889,267316.5922,분식,주택가주변,N
20010514,20040323,대구광역시 북구 태전동 969-11번지,,하나네,339364.8902,270789.0041,한식,,N
20010514,20060518,대구광역시 북구 태전동 971-6번지,,피엘씨똥집마당,339513.3222,270783.1335,한식,,N
20010514,20210302,대구광역시 북구 학정동 971-1,대구광역시 북구 학정동로 50 (학정동),비에이치씨치킨학정점,341371.5136,273119.7675,통닭(치킨),주택가주변,N
20120508,20131220,대구광역시 북구 대현동 206-18번지 (1층),"대구광역시 북구 대현로19길 5-2, 1층 (대현동)",맥시칸치킨,345309.4966,265952.6958,통닭(치킨),기타,N
20120510,20130523,대구광역시 북구 구암동 797-9번지,대구광역시 북구 구암로43길 13 (구암동),본가찜마을,341113.2433,271432.3497,한식,주택가주변,N
20120514,20170721,대구광역시 북구 복현동 426-6번지,대구광역시 북구 동북로 240 (복현동),유가네맑은곰탕,345960.0647,267323.9295,한식,기타,N
20060922,20101119,대구광역시 북구 산격동 754-24번지,,하늘천따지,344077.8339,267937.6583,정종/대포집/소주방,주택가주변,N
20060925,20141209,대구광역시 북구 서변동 1080번지,대구광역시 북구 망월길 24 (서변동),천사출장연회뷔페,343804.2781,270316.8737,출장조리,주택가주변,N
20060927,20090507,대구광역시 북구 태전동 254-24번지 태원2차빌라 A동 105호,,타임(TIME),339136.9004,270556.2828,한식,주택가주변,N
20060927,20071127,대구광역시 북구 동천동 902-2번지 호수빌딩104호,,제주뚝배기미항,340739.8219,272547.267,한식,유흥업소밀집지역,N
20080930,20180302,대구광역시 북구 태전동 749-22번지 남향아파트상가107호,"대구광역시 북구 학정로7길 2 (태전동,남향아파트상가107호)",피자빙고,339545.6923,269282.9521,패스트푸드,아파트지역,N
20081007,20170118,대구광역시 북구 고성동2가 109-6번지,대구광역시 북구 고성로 158 (고성동2가),호식이두마리치킨(고성점),342902.2435,265645.462,통닭(치킨),기타,N
20081008,20110714,대구광역시 북구 서변동 1742-10번지,,서울생막창,343996.1844,270254.308,한식,주택가주변,N
20081009,20090519,대구광역시 북구 노원동2가 189-4번지 성경로얄센트로아파트101호102호,,대감맛있는고기집,341957.9856,266787.8272,한식,아파트지역,N
20081010,20150622,대구광역시 북구 읍내동 437-2번지,대구광역시 북구 칠곡중앙대로126길 18 (읍내동),망치꽃돼지막창읍내점,340149.379,273297.4911,한식,주택가주변,N
20081014,20130108,대구광역시 북구 태전동 687-49번지,대구광역시 북구 학정로 7 (태전동),태전숯불갈비촌,339248.8314,269267.1144,한식,주택가주변,N
20081015,20170821,대구광역시 북구 노원동3가 766번지 외 1필지,"대구광역시 북구 팔달로33길 17-3 (노원동3가,외 1필지)",짱깨이,341484.8175,266564.9713,중국식,기타,N
20081017,20090901,대구광역시 북구 복현동 27-1번지,,어탕국수,346241.0281,268572.6429,한식,학교정화(상대),N
20111101,20140107,대구광역시 북구 복현동 376-3번지,대구광역시 북구 복현로2길 38 (복현동),대우식당,346762.7217,266951.6141,한식,기타,N
20111102,20150921,대구광역시 북구 구암동 674-3번지,대구광역시 북구 태암로18길 27-1 (구암동),찜마을앤마니아치킨,340211.8335,270554.1927,한식,주택가주변,N
20111102,20120321,대구광역시 북구 고성동2가 114-1번지,대구광역시 북구 고성로28길 4 (고성동2가),일미칼국수,342741.1892,265661.6434,한식,기타,N
20111102,20180620,대구광역시 북구 동천동 903-4번지,대구광역시 북구 동천로 135-7 (동천동),일번가양곱창돼지갈비,340682.2151,272596.954,식육(숯불구이),유흥업소밀집지역,N
20111103,20140313,대구광역시 북구 학정동 937-1번지,대구광역시 북구 학남로3길 33 (학정동),김호섭할매선산곱창학정점,341343.7986,273479.4199,한식,주택가주변,N
20080222,20081202,대구광역시 북구 침산동 305-3번지,,먹자촌,343774.4874,266700.6516,호프/통닭,주택가주변,N
20081024,20191008,대구광역시 북구 구암동 667-1번지,"대구광역시 북구 팔거천동로4길 8, 1층 (구암동)",안영애해물나라찜마을,340000.141,270687.2166,한식,기타,N
20080226,20120130,대구광역시 북구 침산동 400-1번지 침산쌍용아파트상가106동102호,,오즈월드숯불치킨,343217.0868,266372.8855,통닭(치킨),아파트지역,N
20080227,20120321,대구광역시 북구 동변동 676-9번지,대구광역시 북구 동변로13길 10 (동변동),모아찜코다리,344583.7407,269983.9253,통닭(치킨),주택가주변,N
20080227,20090521,대구광역시 북구 국우동 716-1번지,,송원식당,342346.7454,273445.1402,한식,기타,N
20080227,20081014,대구광역시 북구 태전동 687-49번지,,돈우프렌즈,339248.8314,269267.1144,한식,주택가주변,N
20080228,20091014,대구광역시 북구 노원동1가 5-13번지,,골목길에서,342682.3427,266646.7155,호프/통닭,기타,N
20080229,20101111,대구광역시 북구 대현동 111-17번지,,찜마을,345312.1335,266134.7952,한식,주택가주변,N
20080229,20121114,대구광역시 북구 태전동 1065-1번지 관음타운 상가동 101호,"대구광역시 북구 영송로 63, 상가동 101호 (태전동,관음타운)",나드리분식,339152.8901,271196.7559,김밥(도시락),아파트지역,N
20111116,20150227,대구광역시 북구 동천동 895-1번지,대구광역시 북구 동암로 96 (동천동),달콤한닭강정,340809.9092,272661.4173,일식,유흥업소밀집지역,N
20111117,20150430,대구광역시 북구 노원동1가 1-1번지,대구광역시 북구 침산남로 63 (노원동1가),실속포차양푼이,342850.8238,266648.4915,한식,기타,N
20111118,20170223,대구광역시 북구 구암동 674번지,대구광역시 북구 태암로18길 33 (구암동),얄개시대,340171.4675,270558.14,한식,주택가주변,N
20111121,20140328,대구광역시 북구 복현동 438-5번지,대구광역시 북구 경진로 46 (복현동),치킨플러스,345919.1007,267081.6368,통닭(치킨),기타,N
20081029,20150224,대구광역시 북구 고성동3가 65-2번지,대구광역시 북구 고성북로 35-4 (고성동3가),강정이기가막혀(고성침산점),342901.279,265900.1285,한식,아파트지역,N
20060612,20190502,대구광역시 북구 국우동 1108-14번지,대구광역시 북구 구리로36길 3 (국우동),월화수,341984.2737,273048.9777,호프/통닭,주택가주변,N
20060613,20060907,대구광역시 북구 칠성동2가 403-15번지 금성아파트 상가 3호,,몽고분식,344432.6842,265778.1288,분식,아파트지역,N
20060614,20081223,대구광역시 북구 산격동 1285-8번지,,고향옻삼계탕,345608.0913,267536.8075,한식,주택가주변,N
20060619,20081212,대구광역시 북구 노원동2가 375번지,,석쇠불고기,341785.154,266528.3536,한식,기타,N
20060620,20200401,대구광역시 북구 침산동 1149-2번지,대구광역시 북구 노원로40길 32 (침산동),부광식당,342694.5251,267437.4084,한식,기타,N
20080313,20181019,대구광역시 북구 산격동 485-16번지,대구광역시 북구 대불서길 22 (산격동),푸드나라,345647.5767,267990.9331,기타,주택가주변,N
20080313,20171027,대구광역시 북구 구암동 685-7번지,대구광역시 북구 팔거천동로4길 38 (구암동),신오동동해물찜,340304.2406,270732.6497,한식,주택가주변,N
20080317,20090522,대구광역시 북구 태전동 206-25번지,,왈가닥숯불닭바베큐,339354.2994,269984.9611,통닭(치킨),주택가주변,N
20080317,20150527,대구광역시 북구 복현동 141번지,대구광역시 북구 복현로 90-3 (복현동),풍년,346408.4557,267788.3995,한식,주택가주변,N
20080318,20170314,대구광역시 북구 읍내동 1409번지,대구광역시 북구 팔거천서로 151-7 (읍내동),황금찜닭,340233.9422,271974.8208,한식,주택가주변,N
20080318,20091119,대구광역시 북구 국우동 1113-2번지,,현대분식,342190.9894,273046.0993,분식,주택가주변,N
20080319,20150209,대구광역시 북구 동천동 897-1번지,대구광역시 북구 동천로 138-8 (동천동),더원,340856.9057,272605.8714,경양식,유흥업소밀집지역,N
20080319,20091102,"대구광역시 북구 침산동 363-6번지 현대그린상가 102호,103호",,청구막창,343249.5105,266675.8797,한식,아파트지역,N
20060627,20110321,대구광역시 북구 노원동2가 324-16번지,,대구식당,341807.3296,266607.7842,한식,주택가주변,N
20060703,20180514,대구광역시 북구 산격동 1428-11번지,대구광역시 북구 산격로9길 23 (산격동),곡해초복어칼국수,344676.5831,267216.2265,복어취급,주택가주변,N
20060703,20090529,대구광역시 북구 동변동 672-2번지,,안동생갈비,344556.0994,270071.3314,한식,주택가주변,N
20060703,20081229,대구광역시 북구 복현동 413-8번지,,연탄불생돼지갈비,345793.4208,267415.0458,한식,유흥업소밀집지역,N
20060703,20091030,대구광역시 북구 산격동 489-48번지,,서가네숯불구이전문점,345687.2425,267902.6078,한식,주택가주변,N
20060704,20081105,대구광역시 북구 태전동 1033-6번지,,조선시대,339741.1372,270907.9024,한식,주택가주변,N
20060705,20070601,대구광역시 북구 산격동 1397-36번지,,포차포차,345141.6467,267054.3679,정종/대포집/소주방,주택가주변,N
20060705,20061221,대구광역시 북구 관음동 1315-9번지,,늘푸른식당,339272.2389,272147.4396,한식,주택가주변,N
20060706,20100519,대구광역시 북구 서변동 1788-4번지,,동해산오징어,344226.2019,270015.0615,한식,기타,N
20060706,20090121,대구광역시 북구 대현동 228-9번지,,토종순대잔치,344840.1817,266169.7887,한식,유흥업소밀집지역,N
20120229,20160307,대구광역시 북구 태전동 1117번지 109호,"대구광역시 북구 칠곡중앙대로 181, 109호 (태전동)",미생고기전문점,339667.5362,269098.858,식육(숯불구이),기타,N
20070905,20090225,대구광역시 북구 복현동 200-11번지,,연변뀀성,345879.6036,267487.6589,중국식,기타,N
20060710,20200518,대구광역시 북구 태전동 969-15번지,대구광역시 북구 칠곡중앙대로69길 24-6 (태전동),금계안동찜닭,339359.9847,270755.3129,한식,주택가주변,N
20060713,20101130,대구광역시 북구 대현동 439-19번지,,밥맛나는세상,344738.3307,265884.1731,한식,아파트지역,N
20060713,20170801,대구광역시 북구 침산동 447-10번지 지하1층,"대구광역시 북구 옥산로 75 (침산동,지하1층)",북부도서관구내식당,342990.7292,266113.4863,한식,기타,Y
20060713,20080730,대구광역시 북구 산격동 1216-28번지,,차가네돈앤죽,345062.681,267692.7036,경양식,주택가주변,N
20060714,20160630,대구광역시 북구 동천동 954-5번지,대구광역시 북구 동암로12길 23-5 (동천동),설악추어탕남가네칠곡점,340416.6817,272549.5513,탕류(보신용),유흥업소밀집지역,N
20060719,20170313,대구광역시 북구 태전동 951-1번지,대구광역시 북구 영송로 52-6 (태전동),안동선계찜닭,339339.996,271050.8162,한식,주택가주변,N
20060720,20110616,대구광역시 북구 관음동 1340-11번지,,처갓집양념통닭(관음점),339530.8504,272134.961,통닭(치킨),주택가주변,N
20060721,20080911,대구광역시 북구 서변동 1742-10번지,,돼지가웃는그날까지,343996.1844,270254.308,한식,주택가주변,N
20070913,20090821,대구광역시 북구 국우동 1112-6번지,,다도회수산,342129.5258,273098.1485,회집,주택가주변,N
20070918,20140408,대구광역시 북구 동천동 895-2번지 105호,"대구광역시 북구 동암로 100 (동천동,105호)",미소야(칠곡시네마점),340843.6291,272656.8378,일식,유흥업소밀집지역,N
20070919,20100720,대구광역시 북구 고성동2가 117-10번지 외1필지(118-1),,이야기마당,342694.5671,265583.85,호프/통닭,주택가주변,N
20070919,20090707,대구광역시 북구 관음동 1292-11번지,,길목식당,339473.1004,272345.4364,한식,주택가주변,N
20070920,20180903,대구광역시 북구 칠성동2가 127번지 123동105호,"대구광역시 북구 호암로 20 (칠성동2가,123동105호)",또오이소,343728.419,265773.3143,한식,아파트지역,N
20070921,20130919,대구광역시 북구 동천동 895-1번지,대구광역시 북구 동암로 96 (동천동),하늘정원,340809.9092,272661.4173,호프/통닭,유흥업소밀집지역,Y
20070927,20170104,대구광역시 북구 노원동3가 728번지,대구광역시 북구 노원로 20 (노원동3가),태풍회직판장식당,341274.8672,266742.3224,회집,주택가주변,N
20060726,20191122,대구광역시 북구 서변동 1750번지,대구광역시 북구 호국로43길 31 (서변동),이베가,343958.9512,270121.8305,중국식,주택가주변,N
20060727,20120614,대구광역시 북구 태전동 959-11번지,대구광역시 북구 칠곡중앙대로75길 6-1 (태전동),공주얼큰이칼국수,339548.61,271013.1613,통닭(치킨),주택가주변,N
20060728,20090507,대구광역시 북구 관음동 1275-16번지,,창녕추어탕,339507.4098,272703.3629,한식,주택가주변,N
20060731,20070124,대구광역시 북구 칠성동2가 139-31번지,,마당골식당,343725.2393,265597.0937,한식,주택가주변,N
20060731,20161004,대구광역시 북구 산격동 1393-23번지 외1필지,대구광역시 북구 산격로6길 29-2 (산격동),바뷔치경북대점,345189.1743,267004.515,한식,학교정화(상대),N
20060801,20101116,대구광역시 북구 읍내동 1334-11번지,,고집불통,339825.0078,272029.9957,한식,주택가주변,N
20060802,20160425,대구광역시 북구 구암동 817-2번지,대구광역시 북구 구암로54길 3-41 (구암동),장충동명가왕족발보쌈,341370.6482,271851.1556,한식,주택가주변,N
20070927,20111117,대구광역시 북구 태전동 149번지,,부산대구탕,339495.5122,270176.6369,회집,주택가주변,N
20080605,20200615,대구광역시 북구 관음동 1386-6번지,대구광역시 북구 칠곡중앙대로 473 (관음동),도로시더프리미엄,339704.1902,271961.45,까페,주택가주변,N
20070713,20150731,대구광역시 북구 노원동3가 249-7번지,대구광역시 북구 3공단로 75 (노원동3가),창녕구내매점,340858.9316,267223.2538,한식,기타,N
19960920,20031119,대구광역시 북구 태전동 979-4번지,,유림원,339415.436,270710.349,기타,,N
19960923,20070305,대구광역시 북구 관음동 1330번지,,마시내탕수육,339304.2184,272264.0076,한식,주택가주변,N
19960925,20130711,대구광역시 북구 읍내동 660-4번지,대구광역시 북구 칠곡중앙대로 559 (읍내동),솔마로식당,339859.5164,272808.7383,한식,,Y
19961002,20060725,대구광역시 북구 산격동 1341-1번지,,소다,345264.4158,267036.7205,한식,결혼예식장주변,N
19961005,20021021,대구광역시 북구 구암동 665-3번지,,맥시칸통닭,340150.8804,270714.5973,패스트푸드,주택가주변,N
19961009,20051208,대구광역시 북구 칠성동2가 307-3번지,,공안해장국,344043.3591,265254.2669,한식,기타,N
20070724,20171207,대구광역시 북구 고성동3가 6-63번지 외1필지,"대구광역시 북구 고성로 161 (고성동3가,외1필지)",시골손칼국수,342945.9794,265663.2967,한식,주택가주변,N
20070725,20140127,대구광역시 북구 고성동3가 1-5번지,대구광역시 북구 옥산로 120 (고성동3가),투플왕소금구이,343400.8927,265933.8089,호프/통닭,주택가주변,N
20060912,20070322,대구광역시 북구 동변동 276-1번지,,리베,344427.2333,270280.887,경양식,주택가주변,N
20060913,20150622,대구광역시 북구 침산동 431-2번지 침산청구타운 102동 지하001호,"대구광역시 북구 침산남로19길 9, 102동 지하001호 (침산동, 침산청구타운)",비어캠프,343156.7681,266669.223,호프/통닭,아파트지역,Y
20060914,20071206,대구광역시 북구 태전동 943-1번지,,애플콘치킨,339323.125,271225.7081,통닭(치킨),주택가주변,N
20060914,20090921,대구광역시 북구 동천동 896번지,,비어헤븐,340975.9126,272514.7997,호프/통닭,기타,N
20060914,20160309,대구광역시 북구 침산동 269-10번지 명성푸르지오 101동 A8호,"대구광역시 북구 침산로 153, 101동 A8호 (침산동,명성푸르지오)",와바(침산점),343538.5631,266594.6065,호프/통닭,아파트지역,N
20060915,20130423,대구광역시 북구 서변동 1741-4번지,대구광역시 북구 서변로 77 (서변동),똥집의달인,344025.3545,270309.3637,한식,주택가주변,N
20060915,20080902,대구광역시 북구 태전동 243-5번지,,회산오징어,339405.4746,270249.6301,일식,주택가주변,N
20060918,20111027,대구광역시 북구 태전동 971-9번지,,시골돼지국밥,339545.0043,270779.5862,한식,주택가주변,N
20060918,20091102,대구광역시 북구 구암동 780-6번지,,장금이야식,341582.479,272409.6174,정종/대포집/소주방,기타,N
20060919,20060922,"대구광역시 북구 대현동 390번지 시장상가 66호,67호",,신흥한우식육식당,345243.8947,265723.1339,식육(숯불구이),,N
20060919,20110715,대구광역시 북구 대현동 17-69번지,,돈마루왕소금구이,345539.8653,266132.9014,호프/통닭,학교정화(상대),N
20061013,20091126,대구광역시 북구 구암동 793-4번지,,서울칡냉면,340957.7827,271457.1724,김밥(도시락),주택가주변,N
20061016,20120417,대구광역시 북구 구암동 794-14번지,대구광역시 북구 구암로39길 16 (구암동),신마산아구찜,340915.7269,271403.2948,한식,,N
20060919,20070627,대구광역시 북구 구암동 793-9번지,,어촌회집,341005.4689,271437.9351,일식,주택가주변,N
20060919,20121231,대구광역시 북구 산격동 750-6번지,대구광역시 북구 연암로 178 (산격동),한성24시해장국밥,344080.6054,267827.8577,호프/통닭,주택가주변,N
20060922,20081230,대구광역시 북구 동천동 912-1번지 일도프라자 104호,,돼쪽빠,340970.0241,272471.7648,한식,유흥업소밀집지역,N
20060928,20120203,대구광역시 북구 침산동 137-5번지,,바다축제,343920.3805,266434.0467,일식,주택가주변,N
20060928,20080602,대구광역시 북구 국우동 1108-4번지,,함지산고을국밥,342011.2655,273084.2945,한식,주택가주변,N
20060929,20100909,대구광역시 북구 서변동 1787번지 대성빌딩 101호,,위(We),344240.3582,270109.446,호프/통닭,유흥업소밀집지역,N
20060929,20080115,대구광역시 북구 구암동 666-8번지,,정이품,339892.4714,270607.6302,회집,주택가주변,N
20060929,20070711,대구광역시 북구 관음동 1347-12번지,,회뜨락,339303.4808,271969.3073,일식,주택가주변,N
20061101,20150402,대구광역시 북구 태전동 205-1번지 태전평안맨션상가부속 2동 102호,"대구광역시 북구 태전로1길 21, 2동 102호 (태전동,태전평안맨션상가부속)",돈까스하우스,339286.0008,269945.4131,분식,아파트지역,N
20061101,20070416,대구광역시 북구 고성동2가 109-12번지,,스모프치킨,342883.7195,265645.6241,통닭(치킨),주택가주변,N
20061102,20200825,대구광역시 북구 관음동 1237-8,대구광역시 북구 관음동로 141-1 (관음동),구가미식가,339524.1319,272783.3277,중국식,주택가주변,N
20061102,20100625,대구광역시 북구 동천동 943-10번지,,대구회마을,340589.1503,271764.5835,회집,주택가주변,N
20061102,20101115,대구광역시 북구 대현동 153-18번지,,화목삼겹뷔페,345443.2004,265851.2833,호프/통닭,학교정화(상대),N
20061009,20090403,대구광역시 북구 서변동 1756-10번지,,산오징어회식당,344023.1624,269942.8798,회집,주택가주변,N
20061009,20110927,대구광역시 북구 관음동 1292-10번지,,한방서울왕족발보쌈,339473.9043,272359.2637,한식,주택가주변,N
20081027,20140724,대구광역시 북구 복현동 428-1번지,대구광역시 북구 경진로1길 43 (복현동),속림생고기,345999.3313,267256.0273,한식,주택가주변,N
20081027,20120914,대구광역시 북구 조야동 253-4번지,대구광역시 북구 조야로 43 (조야동),서민횟집,342256.2235,268996.2527,회집,주택가주변,N
20081028,20180222,대구광역시 북구 산격동 288-1번지,대구광역시 북구 유통단지로8길 50 (산격동),코쿤,345337.461,268300.3989,경양식,기타,Y
20081029,20190425,대구광역시 북구 노원동3가 766번지 외1필지,"대구광역시 북구 팔달로33길 17-3 (노원동3가,외1필지)",팔달서울왕족발보쌈,341484.8175,266564.9713,한식,기타,N
20081029,20180131,대구광역시 북구 노원동2가 265-2번지,대구광역시 북구 오봉로1길 33 (노원동2가),수아린,342100.1059,266519.2311,한식,주택가주변,N
20081029,20181120,"대구광역시 북구 대현동 270-9번지 외 3필지 늘푸른주상복합 109, 110호","대구광역시 북구 대현로 106 (대현동,외 3필지 늘푸른주상복합 109, 110호)",할매국밥,345385.3825,265816.9768,한식,아파트지역,N
20081030,20081113,대구광역시 북구 칠성동2가 416-1번지,,(주)템플스피플,344275.7836,265528.0236,한식,,N
20111107,20150210,대구광역시 북구 태전동 158번지,대구광역시 북구 태전로 9 (태전동),돈돌이생막창,339390.4571,270102.2562,한식,기타,N
20111110,20170102,대구광역시 북구 학정동 928-8번지 103호,"대구광역시 북구 학정로106길 7-1, 103호 (학정동)",주당,341254.7648,273551.937,정종/대포집/소주방,기타,N
20111110,20140818,대구광역시 북구 태전동 148-19번지,대구광역시 북구 태전로 16 (태전동),용문,339440.1755,270187.5162,중국식,주택가주변,N
20111110,20150714,대구광역시 북구 산격동 754-1번지 외1필지,대구광역시 북구 연암로 190 (산격동),산격찐빵손만두,344076.7352,267951.4494,정종/대포집/소주방,기타,N
20080320,20100527,대구광역시 북구 태전동 205-14번지 한일아파트 상가동 101호,,핍치스,339187.8745,269840.4344,통닭(치킨),아파트지역,N
20080320,20130813,대구광역시 북구 산격동 603-9번지,대구광역시 북구 유통단지로3길 4-11 (산격동),대통,344808.7995,268506.2411,한식,기타,N
20080320,20080709,대구광역시 북구 국우동 1101-20번지,,석세스,341722.9284,272592.1947,호프/통닭,주택가주변,N
20080320,20091207,대구광역시 북구 태전동 964-1번지,,신천황제떡볶이,339333.5582,270854.2248,분식,주택가주변,N
20111110,20120306,대구광역시 북구 서변동 1750-8번지,대구광역시 북구 서변로9길 10 (서변동),솔잎치킨,343960.8665,270023.8483,통닭(치킨),주택가주변,N
20111111,20160517,대구광역시 북구 동천동 903-4번지,대구광역시 북구 동천로 135-7 (동천동),바로화덕치킨,340682.2151,272596.954,경양식,유흥업소밀집지역,N
20111114,20170113,대구광역시 북구 읍내동 1183-4번지,대구광역시 북구 칠곡중앙대로 492-7 (읍내동),따뜻한밥상,339830.3834,272134.0847,한식,주택가주변,N
20111114,20140508,대구광역시 북구 침산동 25-12번지,대구광역시 북구 침산남로 215 (침산동),참식당,344440.6218,266739.0096,한식,기타,N
20111115,20120504,대구광역시 북구 학정동 928-2번지,대구광역시 북구 학정로106길 9 (학정동),영천독립꾼만두,341268.3493,273550.2981,분식,기타,N
20111115,20180131,대구광역시 북구 태전동 984-12번지 1층,"대구광역시 북구 칠곡중앙대로67길 2-1, 1층 (태전동)",경성야시장,339515.7676,270656.5529,기타,주택가주변,N
20111125,20140915,대구광역시 북구 산격동 1412-9번지,대구광역시 북구 산격로6길 11-2 (산격동),쓰레빠단디,345008.7616,266997.2353,경양식,기타,N
20060721,20080313,대구광역시 북구 침산동 269-10번지 명성푸르지오 105동 상가C동 4호,,오감도,343538.5631,266594.6065,경양식,아파트지역,N
20060721,20061023,대구광역시 북구 학정동 928-2번지,,해피하우징,341268.3493,273550.2981,한식,주택가주변,N
20060724,20111007,대구광역시 북구 복현동 410-13번지,,유성한분식,345731.0489,267293.8909,한식,주택가주변,N
20060802,20180814,대구광역시 북구 복현동 201-3번지,"대구광역시 북구 동북로49길 9, 상가1동 2층 9호 (복현동)",동흥오리동경숯불갈비,346036.9735,267432.527,한식,주택가주변,Y
20060802,20140211,대구광역시 북구 태전동 475-1번지,대구광역시 북구 학정로 95-27 (태전동),돈대박무한리필,339789.0025,269653.8592,한식,주택가주변,N
20060802,20180928,대구광역시 북구 학정동 938-19번지,대구광역시 북구 학남로1길 30 (학정동),다미식당,341263.5868,273470.9461,일식,기타,N
20060803,20090330,대구광역시 북구 동천동 931-5번지,,정현식육식당,340652.1379,271885.7134,한식,기타,N
20060803,20091218,대구광역시 북구 칠성동2가 350-9번지,,엔핀식당,344077.0499,265526.0818,까페,학교정화(상대),N
20120302,20141205,대구광역시 북구 침산동 430-1번지 포브스타워 106호,"대구광역시 북구 침산남로 96, 106호 (침산동)",더맛있는김밥앤떡볶이,343177.7914,266546.3479,김밥(도시락),기타,N
20120302,20170801,대구광역시 북구 태전동 1049번지 2충,"대구광역시 북구 칠곡중앙대로 350, 2층 (태전동)",미스터피자칠곡점,339618.4632,270744.5053,패스트푸드,기타,Y
20120306,20140620,대구광역시 북구 읍내동 1276-7번지,대구광역시 북구 관음동로32길 25 (읍내동),영덕집,339651.9137,273028.8938,한식,주택가주변,N
20120309,20151208,대구광역시 북구 읍내동 1448번지 SD아이프라임강북 301동 307호,"대구광역시 북구 칠곡중앙대로125길 7, 301동 307호 (읍내동, SD아이프라임강북)",윤치킨,339941.4461,273378.4489,통닭(치킨),아파트지역,N
